pmid,title,abstract,date,journal,publication_type,year
33212412,Psychoactive drug and medication use among patients referred to a tertiary sleep laboratory population.,"Psychoactive drugs including alcohol, caffeine, and prescription medications are commonly consumed to alter sleep/wake states, however the prevalence and impact of these drugs among populations seeking assessment from sleep physicians are unknown. We investigated the prevalence of commonly used drugs (alcohol and caffeine), and medications in a population (N=120; 50 females and 70 males) attending a tertiary sleep clinic for diagnostic polysomnography (PSG) assessment. In addition to objective sleep assessment, participants completed questionnaires assessing sleep quality (Pittsburgh Sleep Quality Index, PSQI), daytime sleepiness (Epworth Sleepiness Scale, ESS), depression and anxiety (Hospital Anxiety and Depression Scale, HADS), alcohol use (Alcohol Use Disorders Identification Test, AUDIT), caffeine and medication use, as well as their experience of adverse events (motor vehicle accidents and near-miss crashes). Caffeine was consumed by 90% of the population and was associated with a reduction in excessive sleepiness symptomology; while high AUDIT scores were associated with increased near-miss crashes. Polypharmacy was common, with a greater number of medications associated with poorer sleep quality, and changes in sleep architecture. This study maps commonly used drugs in those attending a tertiary sleep clinic, and demonstrates associations between drug use and sleep outcomes assessed objectively and subjectively.",2020-Dec,Psychiatry research,Journal Article,2020
33137611,Effectiveness of online psychological and psychoeducational interventions to prevent depression: Systematic review and meta-analysis of randomized controlled trials.,"Although evidence exists for the efficacy of interventions to prevent depression, little is known about its prevention through online interventions. We aim to assess the effectiveness of online psychological and psychoeducational interventions to prevent depression in heterogeneous populations. A systematic review and meta-analysis of randomized controlled trials (RCTs) was conducted based on literature searches in eight electronic data bases and other sources from inception to 22 July 2019. Of the 4181 abstracts reviewed, 501 were selected for full-text review, and 21 RCTs met the inclusion criteria, representing 10,134 participants from 11 countries and four continents. The pooled SMD was -0·26 (95%CI: -0·36 to -0·16; p < 0.001) and sensitivity analyses confirmed the robustness of this result. We did not find publication bias but there was substantial heterogeneity (I<sup>2</sup> = 72%; 95%CI, 57% to 82%). A meta-regression including three variables explained 81% of the heterogeneity. Indicated prevention and interactive website delivery were statistically associated with higher effectiveness, and no association was observed with risk of bias. Online psychological and psychoeducational interventions have a small effect in reducing depressive symptoms in non-depressed and varied populations, and the quality of evidence is moderate. Given that these types of interventions are very accessible and can be applied on a wide scale, they should be further developed and implemented. Registration details: Registration number (PROSPERO): CRD42014014804.",2020-Dec,Clinical psychology review,Journal Article,2020
33029754,Sedentary behavior among breast cancer survivors: a longitudinal study using ecological momentary assessments.,"Sedentary behavior (SB) or any waking behavior ≤ 1.5 METs is associated with an increase in body weight and fatigue and poor quality of life among cancer survivors. The purpose of this study was to explore longitudinal trends in SB using accelerometers and associated variables via ecological momentary assessments (EMA) among breast cancer survivors. Breast cancer survivors (within 5 years post-diagnosis) were recruited for a 12-month observational study. Participants were asked to download an EMA application to their smartphones to receive prompts for 7 days and to concurrently wear an Actigraph accelerometer. Participants responded to 35 prompts during each 7-day assessment period at baseline, and at 3, 6, 9, and 12 months. Within each prompt, participants were asked questions about their current level of affect, sadness, anxiety, stress, worry and fatigue, and cancer-related symptoms (e.g., neuropathy). Twenty-two survivors (mean age = 51.5 years) were recruited and 20 participants completed the study. Mean baseline SB averaged 76.7 h/week. Univariate longitudinal models suggested higher levels of sadness, anxiety, stress, worry, and fatigue were associated with more SB while more positive affect was associated with less SB. Additionally, non-leisure context (work) was associated with more SB. Autoregressive models indicated cross-lagged effects of affective valence, fatigue, and SB. More negative affective valence and higher fatigue were associated with more SB. Reducing negative affect valence and offering non-sedentary approaches to manage fatigue may help reduce SB. Specific interventions are needed to reduce SB among cancer survivors-particularly those that target negative affect valence and fatigue.",2021-Aug,Journal of cancer survivorship : research and practice,Journal Article,2021
33068959,"Impulsiveness, personality traits and executive functioning in patients with juvenile myoclonic epilepsy.","To evaluate impulsiveness in adult patients with JME and its relationship with personality traits and executive functioning. Patients completed psychiatric evaluation (DSM IV), Barratt Impulsiveness Scale (BIS-11), Neo Revised Personality Inventory (NEO PI-R) and executive functioning evaluation comprising Controlled Oral Word Association (COWA), Digit Span, Trail Making Tests (TMT), Stroop Test (ST) and Wisconsin Card Sorting Test (WSCT). Healthy controls (63 % female, mean age 35.7 yrs. (±8.37)) were examined to allow calculation of z-scores. 50 patients (70 % female; mean age 32.5 yrs. (±9.2)) presented higher scores of Total (z=-0.37; p = 0.005) and Motor Impulsiveness (z=-0.79; p < 0.001) on BIS-11. Motor Impulsiveness was associated with higher rates of mild psychiatric disorders (depression and anxiety) (p = 0.035) and worse myoclonic seizure control (p = 0.007). NEO PI-R showed differences on Neuroticism (z=-0.60; p < 0.001), Openness (z = 0.38; p = 0.043), Agreeableness (z=-0.38; p = 0.033) and Conscientiousness (z=-0.53; p = 0.003). There were positive correlations between BIS-11 and Neuroticism with Total, Motor and Non-Planning Impulsiveness, on the other hand, Conscientiousness was negatively correlated with these as well as with Attentive Impulsiveness. Patients performance was worse than that of controls on COWA (z=-0.43; p = 0.009) and WCST's Total Number of Completed Categories (z=-2.08; p = 0.005), Trials Taken to Complete First Category (z=-1.56; p = 0.013), Percentage of Total Errors (z=-1.56; p < 0.001), Perseverative Errors (z=-0.73; p = 0.002), Non-Perseverative Errors (z=-1.05; p = 0.003) and Conceptual Level Responses (z=-1.52; p < 0.001). Non-Planning Impulsiveness correlated with Performance (ST and TMT). Patients with JME present with impulsive behavior, personality features and executive dysfunction which are linked and may lead to lack of commitment in treatment and affect other aspects of life.",2020-Nov,Seizure,Journal Article,2020
33243951,Does preoperative dental anxiety play a role in postoperative pain perception after third molar surgery?,"Surgical removal of the impacted third molar is associated with inflammatory morbidities which include swelling, trismus, and pain. Pain is the most common postsurgical morbidity associated with third molar surgery. It remains an important factor in patients' perception of recovery after third molar surgery with dental anxiety reported to exert influence on its threshold. The aim of the study was to determine if preoperative dental anxiety has any significant role on postoperative pain perception after third molar surgery. This was a cohort study involving sixty consecutive adult patients requiring extraction of impacted mandibular third molars under local anesthesia. Modified Dental Anxiety Scale Questionnaire was administered to each participant in the waiting area before the surgery. The visual analog scale was also given to each participant to be completed once daily at approximately the same time as the surgery time until day 7 after the surgery. Data collected were analyzed using SPSS version 23. Sixty participants who consented to third molar surgery took part in this study. Five participants were lost to follow-up. There were slightly more males (50.9%) than females (49.1%). Nineteen participants in this study had moderate dental anxiety (34.5%) and 6 participants (11%) had severe dental anxiety with more females having moderate-to-severe dental anxiety. The correlation between pain perception at different days and dental anxiety was not significant (P > 0.05). Preoperative dental anxiety may not significantly influence pain perception after third molar surgery.",2020,Annals of African medicine,Journal Article,2020
34901108,Association Between Obesity and Post-stroke Anxiety in Patients With Acute Ischemic Stroke.,"Post-stroke anxiety (PSA) is serious psychosomatic comorbidity among patients with stroke, but whether obesity could be positively associated with PSA is currently unknown. The purpose of this study was to investigate the potential association between obesity and subsequent anxiety risk in patients with stroke. A total of 441 patients with acute ischemic stroke (AIS) onset were consecutively recruited within 7 days, and PSA and post-stroke depression (PSD) were evaluated by using a 14-item Hamilton anxiety scale (HAMA) and 17-item Hamilton depression scale (HAMD) at the end of 1-month follow-up. The odds ratio (OR) with 95% CI was estimated for the incidental PSA by using logistic regression analysis. The incidence of PSA was 25.85% at the end of 1-month follow-up, with a significant difference between patients with and without abdominal obesity. Relative fat mass (RFM) and abdominal obesity were significantly associated with an elevated risk of PSA, and the crude ORs were 1.04 (95% CI: 1.01-1.08) and 1.93 (95% CI: 1.11-3.34), respectively. Even after adjustment for obesity-related risk factors and PSA-related clinical measurements, the association remained to be pronounced with abdominal obesity. However, RFM (OR = 1.03, 95% CI: 0.99-1.06, <i>P</i> = 0.053) and abdominal obesity (OR = 1.31, 95% CI: 0.80-2.15, <i>P</i> = 0.280) were not significantly associated with an elevated risk of PSD. Abdominal obesity was independently associated with the PSA instead of PSD, which may help predict PSA risk in clinical practice. Further prospective clinical studies with a long follow-up duration are warranted to verify this finding.",2021,Frontiers in nutrition,Journal Article,2021
34752690,Residual posttraumatic stress disorder symptoms after provision of brief behavioral intervention in low- and middle-income countries: An individual-patient data meta-analysis.,"To address shortages of mental health specialists in low- and middle-income countries, task-shifting approaches have been employed to train nonspecialists to deliver evidence-based scalable psychosocial interventions. Problem Management Plus (PM+) is a brief transdiagnostic nontrauma focused intervention for people affected by adversity. This study reports on the capacity of PM+ to address specific symptoms of posttraumatic stress disorder (PTSD). Individual patient data from three randomised controlled trials were combined and analysed to observe the impacts of PM+ (n = 738) or enhanced treatment as usual (ETAU) (n = 742) interventions on specific PTSD symptoms at posttreatment and 3-month follow-up. The PTSD-Checklist for DSM-5 (PCL-5) was used to index PTSD symptoms, and presence of each symptom was defined as moderate severity (score ≥ 2 on individual items). The average PCL-5 score at baseline was 26.1 (SD: 16.8) with 463 (31.3%) scoring above 33, indicative of a diagnosis of PTSD. Following intervention, 12.5% and 5.8% of participants retained a score greater than 33 at postassessment and follow-up, respectively. There was greater symptom reduction for PM+ than for ETAU for most symptoms. Hyperarousal symptoms were the most common residual symptoms after PM+, with more than 30% of participants reporting persistent sleep disturbance, concentration difficulties, and anger. PM+ led to greater reduction in symptoms relating to re-experiencing and avoidance. The evidence indicates that strategies focusing on hyperarousal symptoms including sleep, concentration, and anger difficulties, could be strengthened in this brief intervention.",2022-Jan,Depression and anxiety,Journal Article,2022
34749291,Potential structural trait markers of depression in the form of alterations in the structures of subcortical nuclei and structural covariance network properties.,"It has been proposed recently that major depressive disorder (MDD) could represent an adaptation to conserve energy after the perceived loss of an investment in a vital source, such as group identity, personal assets, or relationships. Energy conserving behaviors associated with MDD may form a persistent marker in brain regions and networks involved in cognition and emotion regulation. In this study, we examined whether subcortical regions and volume-based structural covariance networks (SCNs) have state-independent alterations (trait markers). First-episode drug-naïve currently depressed (cMDD) patients (N = 131), remitted MDD (RD) patients (N = 67), and healthy controls (HCs, N = 235) underwent structural magnetic resonance imaging (MRI). Subcortical gray matter volumes (GMVs) were calculated in FreeSurfer software, and group differences in GMVs and SCN were analyzed. Compared to HCs, major findings were decreased GMVs of left pallidum and pulvinar anterior of thalamus in the cMDD and RD groups, indicative of a trait marker. Relative to HCs, subcortical SCNs of both cMDD and RD patients were found to have reduced small-world-ness and path length, which together may represent a trait-like topological feature of depression. In sum, the left pallidum, left pulvinar anterior of thalamus volumetric alterations may represent trait marker and reduced small-world-ness, path length may represent trait-like topological feature of MDD.",2021,NeuroImage. Clinical,Journal Article,2021
35002939,Investigation of Altered Spontaneous Brain Activities in Patients With Moyamoya Disease Using Percent Amplitude of Fluctuation Method: A Resting-State Functional MRI Study.,"<b>Background:</b> Moyamoya disease (MMD) is a chronic progressive cerebrovascular abnormality characterized by chronic occlusion of large intracranial vessels with smoky vascular development at the base of the skull. In patients with MMD, abnormal spontaneous brain activity would be expected. <b>Purpose:</b> To assess the brain activity changes in patients with MMD by resting-state functional MRI (rs-fMRI), using the percent amplitude of fluctuation (PerAF) analysis method. <b>Materials and Methods:</b> A total of 17 patients with MMD (3 males and 14 females) and 17 healthy control (HC) subjects with matched gender and age were recruited for this study. We used rs-fMRI to scan all the patients with MMD. Spontaneous neural activity was evaluated using the PerAF approach. The receiver operating characteristic (ROC) curve analysis was used to assess the ability of the PerAF to distinguish patients with MMD from HCs. The Hospital Anxiety and Depression Scale (HADS) tests were performed to assess the emotional status of patients with MMD and retinal nerve fiber layer thickness (RNFLT) was measured using high-resolution optical coherence tomography (hr-OCT). The relationship between the HADS scores, RNFLT values, and the PerAF signals was assessed using the Pearson's correlation analysis. <b>Results:</b> Compared with HCs, the PerAF signals in patients with MMD were decreased in the Frontal_Sup_Medial_R and Precentral_L, whereas those in the Caudate_L were increased. The areas under the ROC curves indicated that signals in these brain regions could distinguish between patients with MMD and HCs. The PerAF value of Frontal_Sup_Medial_R was positively correlated with the left and right eye RNFLT values and negatively correlated with the HADS scores. <b>Conclusion:</b> In patients with MMD, reduced PerAF signals in the Frontal_Sup_Medial_R, Precentral_L, and Caudate_L may be associated with psychiatric diseases including anxiety and depression and decreased RNFLT may be associated with ophthalmic complications due to the compression of terminal branches of the internal carotid artery in the retinal fiber layer. The PerAF can be used as an effective indicator of ocular complications of MMD and to study the neural mechanism underpinning emotional complications in patients with MMD.",2021,Frontiers in neurology,Journal Article,2021
34748823,Distinct alterations of amygdala subregional functional connectivity in early- and late-onset obsessive-compulsive disorder.,"Age of onset may be an important feature associated with distinct subtypes of obsessive-compulsive disorder (OCD). The amygdala joined neurocircuitry models of OCD for its role in mediating fear and regulating anxiety. The present study aims to identify the underlying pathophysiological specifics in OCD with different onset times by assessing amygdala subregional functional connectivity (FC) alterations in early-onset OCD (EO-OCD) and late-onset OCD (LO-OCD). Resting-state functional magnetic resonance imaging data were acquired from 88 medication-free OCD patients (including 30 EO-OCD and 58 LO-OCD) and age- and sex-matched healthy controls (HC) for each patient group. Onset-by-diagnosis interactions were examined and comparisons between each OCD group and the corresponding HC group were performed regarding the FC of amygdala subregions including the basolateral amygdala (BLA), centromedial amygdala (CMA), superficial amygdala (SFA) and amygdalostriatal transition area (Astr). Significant onset-by-diagnosis interactions were found in FC between bilateral SFA, right CMA, left Astr and the cerebellum. EO-OCD patients showed abnormally increased BLA/SFA-cerebellum, BLA-precuneus and BLA/SFA-fusiform connectivity in addition to decreased BLA/SFA-orbitofrontal cortex connectivity. In contrast, LO-OCD patients exhibited increased CMA/Astr-precentral/postcentral gyrus and CMA-cuneus connectivity as well as decreased CMA/Astr-cerebellum and BLA-striatum connectivity. The exclusion of comorbidity may reduce the generalizability of our results. These findings emphasized the different patterns of amygdala subregional connectivity alterations associated with EO-OCD and LO-OCD patients. These results provide unique insights into constructing evidence-based distinct OCD subtypes based on brain intrinsic connectivity and point to the need of specified management for EO-OCD and LO-OCD in clinical setting.",2022-Feb-01,Journal of affective disorders,Journal Article,2022
